Cycle No.: 1
MSE: 837.4299523830414
ID 0	 load 81.0
ID 1668	 load 38.0
ID 1669	 load 92.0
ID 1670	 load 12.0
ID 1671	 load 24.0
ID 1672	 load 33.0
ID 1673	 load 20.0
ID 1674	 load 1.0
ID 1675	 load 20.0
ID 1676	 load 21.0
ID 1677	 load 98.0
ID 1678	 load 99.0
ID 1679	 load 38.0
ID 1680	 load 56.0
ID 1681	 load 97.0
ID 1682	 load 83.0
ID 1683	 load 21.0
ID 1684	 load 85.0
ID 1685	 load 65.0
ID 1686	 load 46.0
ID 1687	 load 33.0
ID 1688	 load 86.0
ID 1689	 load 8.0
ID 1690	 load 32.0
ID 1691	 load 96.0
ID 1692	 load 64.0
ID 1693	 load 42.0
ID 1694	 load 98.0
ID 1695	 load 2.0
ID 1696	 load 55.0
ID 1697	 load 44.0
ID 1698	 load 30.0
ID 1699	 load 54.0
ID 1700	 load 4.0
ID 1701	 load 55.0
ID 1702	 load 52.0
ID 1703	 load 71.0
ID 1704	 load 2.0
ID 1705	 load 9.0
ID 1706	 load 15.0
ID 1707	 load 33.0
ID 1708	 load 96.0
ID 1709	 load 64.0
ID 1710	 load 65.0
ID 1711	 load 29.0
ID 1712	 load 42.0
ID 1713	 load 28.0
ID 1714	 load 7.0
ID 1715	 load 21.0
ID 1716	 load 81.0
ID 1717	 load 23.0
ID 1718	 load 65.0
ID 1719	 load 87.0
ID 1720	 load 1.0
ID 1721	 load 57.0
ID 1722	 load 11.0
ID 1723	 load 4.0
ID 1724	 load 96.0
ID 1725	 load 77.0
ID 1726	 load 12.0
ID 1727	 load 48.0
ID 1728	 load 7.0
ID 1729	 load 7.0
ID 1730	 load 19.0
ID 1731	 load 63.0
ID 1732	 load 68.0
ID 1733	 load 93.0
ID 1734	 load 13.0
ID 1735	 load 57.0
ID 1736	 load 72.0
ID 1737	 load 82.0
ID 1738	 load 53.0
ID 1739	 load 63.0
ID 1740	 load 88.0
ID 1741	 load 49.0
ID 1742	 load 71.0
ID 1743	 load 75.0
ID 1744	 load 43.0
ID 1745	 load 83.0
ID 1746	 load 25.0
ID 1747	 load 65.0
ID 1748	 load 25.0
ID 1749	 load 82.0
ID 1750	 load 41.0
ID 1751	 load 19.0
ID 1752	 load 0.0
ID 1753	 load 0.0
ID 1754	 load 17.0
ID 1755	 load 27.0
ID 1756	 load 16.0
ID 1757	 load 21.0
ID 1758	 load 89.0
ID 1759	 load 74.0
ID 1760	 load 69.0
ID 1761	 load 68.0
ID 1762	 load 44.0
ID 1763	 load 53.0
ID 1764	 load 91.0
ID 1765	 load 64.0
ID 1766	 load 43.0
ID 1767	 load 6.0
ID 1768	 load 74.0
ID 1769	 load 26.0
ID 1770	 load 58.0
ID 1771	 load 84.0
ID 1772	 load 90.0
ID 1773	 load 92.0
ID 1774	 load 26.0
ID 1775	 load 91.0
ID 1776	 load 28.0
ID 1777	 load 44.0
ID 1778	 load 1.0
ID 1779	 load 47.0
ID 1780	 load 9.0
ID 1781	 load 67.0
ID 1782	 load 57.0
ID 1783	 load 59.0
ID 1784	 load 92.0
ID 1785	 load 9.0
ID 1786	 load 52.0
ID 1787	 load 46.0
ID 1788	 load 56.0
ID 1789	 load 51.0
ID 1790	 load 37.0
ID 1791	 load 29.0
ID 1792	 load 87.0
ID 1793	 load 90.0
ID 1794	 load 98.0
ID 1795	 load 87.0
ID 1796	 load 0.0
ID 1797	 load 84.0
ID 1798	 load 21.0
ID 1799	 load 53.0
ID 1800	 load 66.0
ID 1801	 load 39.0
ID 1802	 load 9.0
ID 1803	 load 40.0
ID 1804	 load 32.0
ID 1805	 load 6.0
ID 1806	 load 7.0
ID 1807	 load 91.0
ID 1808	 load 13.0
ID 1809	 load 15.0
ID 1810	 load 14.0
ID 1811	 load 45.0
ID 1812	 load 69.0
ID 1813	 load 27.0
ID 1814	 load 45.0
ID 1815	 load 25.0
ID 1816	 load 70.0
ID 1817	 load 39.0
ID 1818	 load 31.0
ID 1819	 load 53.0
ID 1820	 load 64.0
ID 1821	 load 48.0
ID 1822	 load 26.0
ID 1823	 load 61.0
ID 1824	 load 24.0
ID 1825	 load 81.0
ID 1826	 load 18.0
ID 1827	 load 5.0
ID 1828	 load 82.0
ID 1829	 load 90.0
ID 1830	 load 5.0
ID 1831	 load 42.0
ID 1832	 load 43.0
ID 1833	 load 14.0
ID 1834	 load 91.0
ID 1835	 load 91.0
ID 1836	 load 12.0
ID 1837	 load 29.0
ID 1838	 load 17.0
ID 1839	 load 82.0
ID 1840	 load 0.0
ID 1841	 load 65.0
ID 1842	 load 96.0
ID 1843	 load 9.0
ID 1844	 load 94.0
ID 1845	 load 53.0
ID 1846	 load 76.0
ID 1847	 load 47.0
ID 1848	 load 75.0
ID 1849	 load 11.0
ID 1850	 load 1.0
ID 1851	 load 43.0
ID 1852	 load 42.0
ID 1853	 load 7.0
ID 1854	 load 40.0
ID 1855	 load 45.0
ID 1856	 load 2.0
ID 1857	 load 70.0
ID 1858	 load 64.0
ID 1859	 load 31.0
ID 1860	 load 31.0
ID 1861	 load 79.0
ID 1862	 load 17.0
ID 1863	 load 32.0
ID 1864	 load 36.0
ID 1865	 load 9.0
ID 1866	 load 37.0
ID 1867	 load 11.0
ID 1868	 load 33.0
ID 1869	 load 18.0
ID 1870	 load 6.0
ID 1871	 load 97.0
ID 1872	 load 62.0
ID 1873	 load 31.0
ID 1874	 load 95.0
ID 1875	 load 93.0
ID 1876	 load 71.0
ID 1877	 load 22.0
ID 1878	 load 55.0
ID 1879	 load 2.0
ID 1880	 load 24.0
ID 1881	 load 23.0
ID 1882	 load 22.0
ID 1883	 load 56.0
ID 1884	 load 42.0
ID 1885	 load 86.0
ID 1886	 load 74.0
ID 1887	 load 27.0
ID 1888	 load 29.0
ID 1889	 load 4.0
ID 1890	 load 16.0
ID 1891	 load 82.0
ID 1892	 load 13.0
ID 1893	 load 75.0
ID 1894	 load 13.0
ID 1895	 load 13.0
ID 1896	 load 60.0
ID 1897	 load 79.0
ID 1898	 load 78.0
ID 1899	 load 59.0
ID 1900	 load 40.0
ID 1901	 load 74.0
ID 1902	 load 48.0
ID 1903	 load 20.0
ID 1904	 load 54.0
ID 1905	 load 48.0
ID 1906	 load 43.0
ID 1907	 load 76.0
ID 1908	 load 2.0
ID 1909	 load 41.0
ID 1910	 load 66.0
ID 1911	 load 58.0
ID 1912	 load 96.0
ID 1913	 load 28.0
ID 1914	 load 30.0
ID 1915	 load 70.0
ID 1916	 load 1.0
ID 1917	 load 35.0
ID 1918	 load 49.0
ID 1919	 load 84.0
ID 1920	 load 68.0
ID 1921	 load 46.0
ID 1922	 load 67.0
ID 1923	 load 33.0
ID 1924	 load 38.0
ID 1925	 load 83.0
ID 1926	 load 57.0
ID 1927	 load 79.0
ID 1928	 load 74.0
ID 1929	 load 95.0
ID 1930	 load 31.0
ID 1931	 load 69.0
ID 1932	 load 33.0
ID 1933	 load 78.0
ID 1934	 load 33.0
ID 1935	 load 57.0
ID 1936	 load 40.0
ID 1937	 load 70.0
ID 1938	 load 35.0
ID 1939	 load 73.0
ID 1940	 load 62.0
ID 1941	 load 35.0
ID 1942	 load 16.0
ID 1943	 load 2.0
ID 1944	 load 68.0
ID 1945	 load 3.0
ID 1946	 load 1.0
ID 1947	 load 63.0
ID 1948	 load 5.0
ID 1949	 load 76.0
ID 1950	 load 30.0
ID 1951	 load 5.0
ID 1952	 load 26.0
ID 1953	 load 67.0
ID 1954	 load 25.0
ID 1955	 load 54.0
ID 1956	 load 41.0
ID 1957	 load 17.0
ID 1958	 load 11.0
ID 1959	 load 27.0
ID 1960	 load 87.0
ID 1961	 load 56.0
ID 1962	 load 56.0
ID 1963	 load 14.0
ID 1964	 load 51.0
ID 1965	 load 73.0
ID 1966	 load 4.0
ID 1967	 load 5.0
ID 1968	 load 76.0
ID 1969	 load 1.0
ID 1970	 load 10.0
ID 1971	 load 91.0
ID 1972	 load 57.0
ID 1973	 load 88.0
ID 1974	 load 97.0
ID 1975	 load 79.0
ID 1976	 load 46.0
ID 1977	 load 55.0
ID 1978	 load 58.0
ID 1979	 load 23.0
ID 1980	 load 24.0
ID 1981	 load 51.0
ID 1982	 load 0.0
ID 1983	 load 61.0
ID 1984	 load 75.0
ID 1985	 load 84.0
ID 1986	 load 97.0
ID 1987	 load 6.0
ID 1988	 load 41.0
ID 1989	 load 54.0
ID 1990	 load 71.0
ID 1991	 load 47.0
ID 1992	 load 92.0
ID 1993	 load 27.0
ID 1994	 load 36.0
ID 1995	 load 18.0
ID 1996	 load 61.0
ID 1997	 load 52.0
ID 1998	 load 64.0
ID 1999	 load 97.0
ID 2000	 load 8.0
ID 2001	 load 59.0
ID 2002	 load 98.0
ID 2003	 load 24.0
ID 2004	 load 35.0
ID 2005	 load 76.0
ID 2006	 load 21.0
ID 2007	 load 24.0
ID 2008	 load 18.0
ID 2009	 load 80.0
ID 2010	 load 3.0
ID 2011	 load 34.0
ID 2012	 load 75.0
ID 2013	 load 75.0
ID 2014	 load 24.0
ID 2015	 load 66.0
ID 2016	 load 43.0
ID 2017	 load 44.0
ID 2018	 load 30.0
ID 2019	 load 30.0
ID 2020	 load 88.0
ID 2021	 load 37.0
ID 2022	 load 1.0
ID 2023	 load 39.0
ID 2024	 load 74.0
ID 2025	 load 66.0
ID 2026	 load 28.0
ID 2027	 load 61.0
ID 2028	 load 56.0
ID 2029	 load 46.0
ID 2030	 load 46.0
ID 2031	 load 40.0
ID 2032	 load 52.0
ID 2033	 load 78.0
ID 2034	 load 1.0
ID 2035	 load 20.0
ID 2036	 load 27.0
ID 2037	 load 69.0
ID 2038	 load 22.0
ID 2039	 load 35.0
ID 2040	 load 3.0
ID 2041	 load 71.0
ID 2042	 load 37.0
ID 2043	 load 93.0
ID 2044	 load 34.0
ID 2045	 load 99.0
ID 2046	 load 69.0
ID 2047	 load 65.0
ID 2048	 load 14.0
ID 2049	 load 91.0
ID 2050	 load 99.0
ID 2051	 load 84.0
ID 2052	 load 96.0
ID 2053	 load 96.0
ID 2054	 load 70.0
ID 2055	 load 10.0
ID 2056	 load 14.0
ID 2057	 load 90.0
ID 2058	 load 64.0
ID 2059	 load 52.0
ID 2060	 load 78.0
ID 2061	 load 53.0
ID 2062	 load 9.0
ID 2063	 load 31.0
ID 2064	 load 51.0
ID 2065	 load 45.0
ID 2066	 load 16.0
ID 2067	 load 57.0
ID 2068	 load 60.0
ID 2069	 load 98.0
ID 2070	 load 53.0
ID 2071	 load 59.0
ID 2072	 load 73.0
ID 2073	 load 52.0
ID 2074	 load 43.0
ID 2075	 load 70.0
ID 2076	 load 25.0
ID 2077	 load 0.0
ID 2078	 load 30.0
ID 2079	 load 56.0
ID 2080	 load 62.0
ID 2081	 load 74.0
ID 2082	 load 46.0
ID 2083	 load 14.0
ID 2084	 load 54.0
ID 2085	 load 64.0
ID 2086	 load 68.0
ID 2087	 load 74.0
ID 2088	 load 15.0
ID 2089	 load 91.0
ID 2090	 load 63.0
ID 2091	 load 94.0
ID 2092	 load 66.0
ID 2093	 load 93.0
ID 2094	 load 43.0
ID 2095	 load 7.0
ID 2096	 load 79.0
ID 2097	 load 36.0
ID 2098	 load 52.0
ID 2099	 load 66.0
ID 2100	 load 76.0
ID 2101	 load 45.0
ID 2102	 load 17.0
ID 2103	 load 67.0
ID 2104	 load 23.0
ID 2105	 load 5.0
ID 2106	 load 25.0
ID 2107	 load 14.0
ID 2108	 load 14.0
ID 2109	 load 81.0
ID 2110	 load 55.0
ID 2111	 load 90.0
ID 2112	 load 78.0
ID 2113	 load 42.0
ID 2114	 load 82.0
ID 2115	 load 63.0
ID 2116	 load 41.0
ID 2117	 load 54.0
ID 2118	 load 64.0
ID 2119	 load 34.0
ID 2120	 load 18.0
ID 2121	 load 52.0
ID 2122	 load 74.0
ID 2123	 load 94.0
ID 2124	 load 89.0
ID 2125	 load 21.0
ID 2126	 load 6.0
ID 2127	 load 16.0
ID 2128	 load 29.0
ID 2129	 load 54.0
ID 2130	 load 53.0
ID 2131	 load 92.0
ID 2132	 load 74.0
ID 2133	 load 26.0
ID 2134	 load 5.0
ID 2135	 load 84.0
ID 2136	 load 55.0
ID 2137	 load 51.0
ID 2138	 load 84.0
ID 2139	 load 46.0
ID 2140	 load 35.0
ID 2141	 load 21.0
ID 2142	 load 93.0
ID 2143	 load 91.0
ID 2144	 load 94.0
ID 2145	 load 52.0
ID 2146	 load 9.0
ID 2147	 load 64.0
ID 2148	 load 85.0
ID 2149	 load 96.0
ID 2150	 load 15.0
ID 2151	 load 81.0
ID 2152	 load 77.0
ID 2153	 load 69.0
ID 2154	 load 90.0
ID 2155	 load 48.0
ID 2156	 load 29.0
ID 2157	 load 4.0
ID 2158	 load 5.0
ID 2159	 load 7.0
ID 2160	 load 74.0
ID 2161	 load 62.0
ID 2162	 load 0.0
ID 2163	 load 21.0
ID 2164	 load 74.0
ID 2165	 load 17.0
ID 2166	 load 93.0
ID 2167	 load 39.0
ID 2168	 load 6.0
ID 2169	 load 44.0
ID 2170	 load 32.0
ID 2171	 load 10.0
ID 2172	 load 91.0
ID 2173	 load 35.0
ID 2174	 load 49.0
ID 2175	 load 2.0
ID 2176	 load 88.0
ID 2177	 load 22.0
ID 2178	 load 22.0
ID 2179	 load 29.0
ID 2180	 load 81.0
ID 2181	 load 7.0
ID 2182	 load 36.0
ID 2183	 load 81.0
ID 2184	 load 65.0
ID 2185	 load 41.0
ID 2186	 load 4.0
ID 2187	 load 62.0
ID 2188	 load 40.0
ID 2189	 load 18.0
ID 2190	 load 63.0
ID 2191	 load 65.0
ID 2192	 load 69.0
ID 2193	 load 68.0
ID 2194	 load 5.0
ID 2195	 load 57.0
ID 2196	 load 3.0
ID 2197	 load 42.0
ID 2198	 load 25.0
ID 2199	 load 88.0
ID 2200	 load 62.0
ID 2201	 load 74.0
ID 2202	 load 56.0
ID 2203	 load 21.0
ID 2204	 load 25.0
ID 2205	 load 22.0
ID 2206	 load 93.0
ID 2207	 load 34.0
ID 2208	 load 22.0
ID 2209	 load 89.0
ID 2210	 load 10.0
ID 2211	 load 3.0
ID 2212	 load 58.0
ID 2213	 load 74.0
ID 2214	 load 3.0
ID 2215	 load 26.0
ID 2216	 load 48.0
ID 2217	 load 90.0
ID 2218	 load 4.0
ID 2219	 load 56.0
ID 2220	 load 58.0
ID 2221	 load 78.0
ID 2222	 load 48.0
ID 2223	 load 86.0
ID 2224	 load 60.0
ID 2225	 load 40.0
ID 2226	 load 17.0
ID 2227	 load 13.0
ID 2228	 load 60.0
ID 2229	 load 87.0
ID 2230	 load 32.0
ID 2231	 load 17.0
ID 2232	 load 18.0
ID 2233	 load 67.0
ID 2234	 load 74.0
ID 2235	 load 94.0
ID 2236	 load 37.0
ID 2237	 load 50.0
ID 2238	 load 58.0
ID 2239	 load 94.0
ID 2240	 load 60.0
ID 2241	 load 19.0
ID 2242	 load 26.0
ID 2243	 load 82.0
ID 2244	 load 39.0
ID 2245	 load 88.0
ID 2246	 load 56.0
ID 2247	 load 91.0
ID 2248	 load 6.0
ID 2249	 load 50.0
ID 2250	 load 5.0
ID 2251	 load 67.0
ID 2252	 load 71.0
ID 2253	 load 2.0
ID 2254	 load 53.0
ID 2255	 load 18.0
ID 2256	 load 46.0
ID 2257	 load 30.0
ID 2258	 load 42.0
ID 2259	 load 90.0
ID 2260	 load 97.0
ID 2261	 load 23.0
ID 2262	 load 0.0
ID 2263	 load 28.0
ID 2264	 load 27.0
ID 2265	 load 80.0
ID 2266	 load 66.0
ID 2267	 load 69.0
ID 2268	 load 53.0
ID 2269	 load 91.0
ID 2270	 load 67.0
ID 2271	 load 19.0
ID 2272	 load 52.0
ID 2273	 load 33.0
ID 2274	 load 31.0
ID 2275	 load 41.0
ID 2276	 load 27.0
ID 2277	 load 51.0
ID 2278	 load 83.0
ID 2279	 load 77.0
ID 2280	 load 92.0
ID 2281	 load 88.0
ID 2282	 load 6.0
ID 2283	 load 57.0
ID 2284	 load 86.0
ID 2285	 load 7.0
ID 2286	 load 77.0
ID 2287	 load 72.0
ID 2288	 load 51.0
ID 2289	 load 41.0
ID 2290	 load 13.0
ID 2291	 load 68.0
ID 2292	 load 4.0
ID 2293	 load 22.0
ID 2294	 load 12.0
ID 2295	 load 30.0
ID 2296	 load 61.0
ID 2297	 load 60.0
ID 2298	 load 22.0
ID 2299	 load 63.0
ID 2300	 load 51.0
ID 2301	 load 62.0
ID 2302	 load 22.0
ID 2303	 load 72.0
ID 2304	 load 87.0
ID 2305	 load 61.0
ID 2306	 load 9.0
ID 2307	 load 25.0
ID 2308	 load 84.0
ID 2309	 load 7.0
ID 2310	 load 71.0
ID 2311	 load 61.0
ID 2312	 load 18.0
ID 2313	 load 58.0
ID 2314	 load 57.0
ID 2315	 load 45.0
ID 2316	 load 13.0
ID 2317	 load 5.0
ID 2318	 load 13.0
ID 2319	 load 13.0
ID 2320	 load 41.0
ID 2321	 load 6.0
ID 2322	 load 43.0
ID 2323	 load 33.0
ID 2324	 load 20.0
ID 2325	 load 63.0
ID 2326	 load 47.0
ID 2327	 load 96.0
ID 2328	 load 34.0
ID 2329	 load 44.0
ID 2330	 load 11.0
ID 2331	 load 6.0
ID 2332	 load 94.0
ID 2333	 load 65.0
ID 2334	 load 23.0
ID 2335	 load 69.0
ID 2336	 load 9.0
ID 2337	 load 97.0
ID 2338	 load 38.0
ID 2339	 load 82.0
ID 2340	 load 64.0
ID 2341	 load 29.0
ID 2342	 load 98.0
ID 2343	 load 67.0
ID 2344	 load 11.0
ID 2345	 load 12.0
ID 2346	 load 96.0
ID 2347	 load 90.0
ID 2348	 load 51.0
ID 2349	 load 40.0
ID 2350	 load 35.0
ID 2351	 load 20.0
ID 2352	 load 19.0
ID 2353	 load 41.0
ID 2354	 load 68.0
ID 2355	 load 69.0
ID 2356	 load 76.0
ID 2357	 load 15.0
ID 2358	 load 26.0
ID 2359	 load 15.0
ID 2360	 load 95.0
ID 2361	 load 21.0
ID 2362	 load 16.0
ID 2363	 load 70.0
ID 2364	 load 6.0
ID 2365	 load 76.0
ID 2366	 load 68.0
ID 2367	 load 88.0
ID 2368	 load 34.0
ID 2369	 load 73.0
ID 2370	 load 12.0
ID 2371	 load 7.0
ID 2372	 load 89.0
ID 2373	 load 77.0
ID 2374	 load 23.0
ID 2375	 load 97.0
ID 2376	 load 94.0
ID 2377	 load 51.0
ID 2378	 load 79.0
ID 2379	 load 27.0
ID 2380	 load 70.0
ID 2381	 load 89.0
ID 2382	 load 14.0
ID 2383	 load 29.0
ID 2384	 load 95.0
ID 2385	 load 29.0
ID 2386	 load 21.0
ID 2387	 load 3.0
ID 2388	 load 26.0
ID 2389	 load 25.0
ID 2390	 load 57.0
ID 2391	 load 27.0
ID 2392	 load 67.0
ID 2393	 load 44.0
ID 2394	 load 0.0
ID 2395	 load 18.0
ID 2396	 load 65.0
ID 2397	 load 60.0
ID 2398	 load 40.0
ID 2399	 load 71.0
ID 2400	 load 90.0
ID 2401	 load 58.0
ID 2402	 load 86.0
ID 2403	 load 25.0
ID 2404	 load 52.0
ID 2405	 load 92.0
ID 2406	 load 93.0
ID 2407	 load 77.0
ID 2408	 load 9.0
ID 2409	 load 24.0
ID 2410	 load 44.0
ID 2411	 load 81.0
ID 2412	 load 45.0
ID 2413	 load 52.0
ID 2414	 load 31.0
ID 2415	 load 66.0
ID 2416	 load 25.0
ID 2417	 load 81.0
ID 2418	 load 31.0
ID 2419	 load 85.0
ID 2420	 load 55.0
ID 2421	 load 81.0
ID 2422	 load 15.0
ID 2423	 load 48.0
ID 2424	 load 59.0
ID 2425	 load 43.0
ID 2426	 load 64.0
ID 2427	 load 7.0
ID 2428	 load 76.0
ID 2429	 load 20.0
ID 2430	 load 33.0
ID 2431	 load 46.0
ID 2432	 load 75.0
ID 2433	 load 47.0
ID 2434	 load 88.0
ID 2435	 load 49.5
ID 2436	 load 8.0
ID 2437	 load 66.0
ID 2438	 load 27.0
ID 2439	 load 36.0
ID 2440	 load 30.0
ID 2441	 load 4.0
ID 2442	 load 9.0
ID 2443	 load 15.0
ID 2444	 load 2.0
ID 2445	 load 21.0
ID 2446	 load 79.0
ID 2447	 load 75.0
ID 2448	 load 44.0
ID 2449	 load 83.0
ID 2450	 load 7.0
ID 2451	 load 28.0
ID 2452	 load 77.0
ID 2453	 load 84.0
ID 2454	 load 37.0
ID 2455	 load 53.0
ID 2456	 load 55.0
ID 2457	 load 31.0
ID 2458	 load 8.0
ID 2459	 load 15.0
ID 2460	 load 33.0
ID 2461	 load 99.0
ID 2462	 load 51.0
ID 2463	 load 86.0
ID 2464	 load 12.0
ID 2465	 load 41.0
ID 2466	 load 21.0
ID 2467	 load 83.0
ID 2468	 load 55.0
ID 2469	 load 56.0
ID 2470	 load 75.0
ID 2471	 load 20.0
ID 2472	 load 83.0
ID 2473	 load 52.0
ID 2474	 load 58.0
ID 2475	 load 6.0
ID 2476	 load 57.0
ID 2477	 load 58.0
ID 2478	 load 41.0
ID 2479	 load 34.0
ID 2480	 load 23.0
ID 2481	 load 42.0
ID 2482	 load 24.0
ID 2483	 load 28.0
ID 2484	 load 48.0
ID 2485	 load 8.0
ID 2486	 load 16.0
ID 2487	 load 80.0
ID 2488	 load 55.0
ID 2489	 load 75.0
ID 2490	 load 62.0
ID 2491	 load 32.0
ID 2492	 load 50.0
ID 2493	 load 51.0
ID 2494	 load 97.0
ID 2495	 load 1.0
ID 2496	 load 16.0
ID 2497	 load 56.0
ID 2498	 load 74.0
ID 2499	 load 89.0
ID 2500	 load 82.0
ID 2501	 load 34.0
ID 2502	 load 20.0
ID 2503	 load 50.0
ID 2504	 load 31.0
ID 2505	 load 29.0
ID 2506	 load 55.0
ID 2507	 load 80.0
ID 2508	 load 70.0
ID 2509	 load 79.0
ID 2510	 load 10.0
ID 2511	 load 75.0
ID 2512	 load 46.0
ID 2513	 load 0.0
ID 2514	 load 5.0
ID 2515	 load 82.0
ID 2516	 load 98.0
ID 2517	 load 97.0
ID 2518	 load 59.0
ID 2519	 load 65.0
ID 2520	 load 64.0
ID 2521	 load 61.0
ID 2522	 load 29.0
ID 2523	 load 99.0
ID 2524	 load 2.0
ID 2525	 load 89.0
ID 2526	 load 43.0
ID 2527	 load 27.0
ID 2528	 load 53.0
ID 2529	 load 1.0
ID 2530	 load 74.0
ID 2531	 load 88.0
ID 2532	 load 10.0
ID 2533	 load 45.0
ID 2534	 load 96.0
ID 2535	 load 89.0
ID 2536	 load 95.0
ID 2537	 load 78.0
ID 2538	 load 1.0
ID 2539	 load 97.0
ID 2540	 load 70.0
ID 2541	 load 21.0
ID 2542	 load 30.0
ID 2543	 load 67.0
ID 2544	 load 67.0
ID 2545	 load 93.0
ID 2546	 load 76.0
ID 2547	 load 73.0
ID 2548	 load 85.0
ID 2549	 load 55.0
ID 2550	 load 92.0
ID 2551	 load 18.0
ID 2552	 load 59.0
ID 2553	 load 76.0
ID 2554	 load 93.0
ID 2555	 load 52.0
ID 2556	 load 93.0
ID 2557	 load 6.0
ID 2558	 load 89.0
ID 2559	 load 5.0
ID 2560	 load 24.0
ID 2561	 load 50.0
ID 2562	 load 6.0
ID 2563	 load 0.0
ID 2564	 load 2.0
ID 2565	 load 11.0
ID 2566	 load 81.0
ID 2567	 load 82.0
ID 2568	 load 67.0
ID 2569	 load 56.0
ID 2570	 load 81.0
ID 2571	 load 19.0
ID 2572	 load 58.0
ID 2573	 load 74.0
ID 2574	 load 63.0
ID 2575	 load 95.0
ID 2576	 load 21.0
ID 2577	 load 52.0
ID 2578	 load 61.0
ID 2579	 load 3.0
ID 2580	 load 16.0
ID 2581	 load 41.0
ID 2582	 load 78.0
ID 2583	 load 97.0
ID 2584	 load 65.0
ID 2585	 load 80.0
ID 2586	 load 48.0
ID 2587	 load 44.0
ID 2588	 load 38.0
ID 2589	 load 11.0
ID 2590	 load 24.0
ID 2591	 load 63.0
ID 2592	 load 94.0
ID 2593	 load 6.0
ID 2594	 load 91.0
ID 2595	 load 3.0
ID 2596	 load 75.0
ID 2597	 load 46.0
ID 2598	 load 34.0
ID 2599	 load 35.0
ID 2600	 load 54.0
ID 2601	 load 14.0
ID 2602	 load 22.0
ID 2603	 load 58.0
ID 2604	 load 78.0
ID 2605	 load 83.0
ID 2606	 load 5.0
ID 2607	 load 82.0
ID 2608	 load 7.0
ID 2609	 load 55.0
ID 2610	 load 15.0
ID 2611	 load 58.0
ID 2612	 load 43.0
ID 2613	 load 73.0
ID 2614	 load 22.0
ID 2615	 load 3.0
ID 2616	 load 90.0
ID 2617	 load 68.0
ID 2618	 load 12.0
ID 2619	 load 58.0
ID 2620	 load 26.0
ID 2621	 load 29.0
ID 2622	 load 74.0
ID 2623	 load 97.0
ID 2624	 load 27.0
ID 2625	 load 55.0
ID 2626	 load 86.0
ID 2627	 load 4.0
ID 2628	 load 31.0
ID 2629	 load 72.0
ID 2630	 load 25.0
ID 2631	 load 24.0
ID 2632	 load 84.0
ID 2633	 load 19.0
ID 2634	 load 54.0
ID 2635	 load 72.0
ID 2636	 load 56.0
ID 2637	 load 88.0
ID 2638	 load 53.0
ID 2639	 load 35.0
ID 2640	 load 23.0
ID 2641	 load 21.0
ID 2642	 load 38.0
ID 2643	 load 38.0
ID 2644	 load 19.0
ID 2645	 load 29.0
ID 2646	 load 36.0
ID 2647	 load 66.0
ID 2648	 load 85.0
ID 2649	 load 77.0
ID 2650	 load 54.0
ID 2651	 load 51.0
ID 2652	 load 12.0
ID 2653	 load 65.0
ID 2654	 load 15.0
ID 2655	 load 5.0
ID 2656	 load 85.0
ID 2657	 load 0.0
ID 2658	 load 88.0
ID 2659	 load 65.0
ID 2660	 load 3.0
ID 2661	 load 55.0
ID 2662	 load 58.0
ID 2663	 load 85.0
ID 2664	 load 9.0
ID 2665	 load 87.0
ID 2666	 load 11.0
ID 2667	 load 27.0
ID 2668	 load 72.0
ID 2669	 load 94.0
ID 2670	 load 81.0
ID 2671	 load 33.0
ID 2672	 load 59.0
ID 2673	 load 91.0
ID 2674	 load 40.0
ID 2675	 load 74.0
ID 2676	 load 15.0
ID 2677	 load 19.0
ID 2678	 load 47.0
ID 2679	 load 96.0
ID 2680	 load 94.0
ID 2681	 load 22.0
ID 2682	 load 91.0
ID 2683	 load 70.0
ID 2684	 load 73.0
ID 2685	 load 41.0
ID 2686	 load 7.0
ID 2687	 load 46.0
ID 2688	 load 85.0
ID 2689	 load 2.0
ID 2690	 load 6.0
ID 2691	 load 26.0
ID 2692	 load 18.0
ID 2693	 load 78.0
ID 2694	 load 9.0
ID 2695	 load 93.0
ID 2696	 load 83.0
ID 2697	 load 30.0
ID 2698	 load 94.0
ID 2699	 load 91.0
ID 2700	 load 79.0
ID 2701	 load 88.0
ID 2702	 load 61.0
ID 2703	 load 61.0
ID 2704	 load 9.0
ID 2705	 load 84.0
ID 2706	 load 57.0
ID 2707	 load 93.0
ID 2708	 load 21.0
ID 2709	 load 76.0
ID 2710	 load 68.0
ID 2711	 load 48.0
ID 2712	 load 19.0
ID 2713	 load 92.0
ID 2714	 load 30.0
ID 2715	 load 86.0
ID 2716	 load 92.0
ID 2717	 load 14.0
ID 2718	 load 25.0
ID 2719	 load 27.0
ID 2720	 load 68.0
ID 2721	 load 88.0
ID 2722	 load 23.0
ID 2723	 load 3.0
ID 2724	 load 70.0
ID 2725	 load 22.0
ID 2726	 load 25.0
ID 2727	 load 9.0
ID 2728	 load 83.0
ID 2729	 load 27.0
ID 2730	 load 30.0
ID 2731	 load 50.0
ID 2732	 load 62.0
ID 2733	 load 36.0
ID 2734	 load 46.0
ID 2735	 load 60.0
ID 2736	 load 20.0
ID 2737	 load 8.0
ID 2738	 load 90.0
ID 2739	 load 7.0
ID 2740	 load 12.0
ID 2741	 load 47.0
