Config: 1000 Star Graph
MSE: 2362.543235999998
Cycle No.: 1
ID 0	 sum 43.0	 weight 1.0	 Average 43.0
ID 183	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 184	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 185	 sum 47.0215	 weight 0.5005	 Average 93.94905094905097
ID 186	 sum 37.5215	 weight 0.5005	 Average 74.96803196803198
ID 187	 sum 0.5215000000000001	 weight 0.5005	 Average 1.0419580419580423
ID 188	 sum 41.0215	 weight 0.5005	 Average 81.96103896103898
ID 189	 sum 18.021500000000003	 weight 0.5005	 Average 36.00699300699302
ID 190	 sum 20.521500000000003	 weight 0.5005	 Average 41.00199800199801
ID 191	 sum 15.5215	 weight 0.5005	 Average 31.011988011988013
ID 192	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 193	 sum 23.021500000000003	 weight 0.5005	 Average 45.99700299700301
ID 194	 sum 40.0215	 weight 0.5005	 Average 79.96303696303698
ID 195	 sum 8.5215	 weight 0.5005	 Average 17.025974025974026
ID 196	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 197	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 198	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 199	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 200	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 201	 sum 40.0215	 weight 0.5005	 Average 79.96303696303698
ID 202	 sum 32.5215	 weight 0.5005	 Average 64.97802197802199
ID 203	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 204	 sum 9.0215	 weight 0.5005	 Average 18.024975024975028
ID 205	 sum 48.5215	 weight 0.5005	 Average 96.94605394605396
ID 206	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 207	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 208	 sum 41.5215	 weight 0.5005	 Average 82.96003996003998
ID 209	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 210	 sum 12.0215	 weight 0.5005	 Average 24.01898101898102
ID 211	 sum 34.0215	 weight 0.5005	 Average 67.975024975025
ID 212	 sum 43.5215	 weight 0.5005	 Average 86.95604395604397
ID 213	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 214	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 215	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 216	 sum 41.5215	 weight 0.5005	 Average 82.96003996003998
ID 217	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 218	 sum 26.021500000000003	 weight 0.5005	 Average 51.991008991009004
ID 219	 sum 37.5215	 weight 0.5005	 Average 74.96803196803198
ID 220	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 221	 sum 6.0215	 weight 0.5005	 Average 12.03096903096903
ID 222	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 223	 sum 28.021500000000003	 weight 0.5005	 Average 55.987012987013
ID 224	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 225	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 226	 sum 30.521500000000003	 weight 0.5005	 Average 60.98201798201799
ID 227	 sum 27.021500000000003	 weight 0.5005	 Average 53.989010989011
ID 228	 sum 12.0215	 weight 0.5005	 Average 24.01898101898102
ID 229	 sum 36.5215	 weight 0.5005	 Average 72.97002997002998
ID 230	 sum 18.021500000000003	 weight 0.5005	 Average 36.00699300699302
ID 231	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 232	 sum 40.0215	 weight 0.5005	 Average 79.96303696303698
ID 233	 sum 12.5215	 weight 0.5005	 Average 25.01798201798202
ID 234	 sum 34.0215	 weight 0.5005	 Average 67.975024975025
ID 235	 sum 20.521500000000003	 weight 0.5005	 Average 41.00199800199801
ID 236	 sum 11.0215	 weight 0.5005	 Average 22.020979020979023
ID 237	 sum 8.0215	 weight 0.5005	 Average 16.026973026973028
ID 238	 sum 13.0215	 weight 0.5005	 Average 26.01698301698302
ID 239	 sum 41.0215	 weight 0.5005	 Average 81.96103896103898
ID 240	 sum 17.021500000000003	 weight 0.5005	 Average 34.00899100899102
ID 241	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 242	 sum 45.5215	 weight 0.5005	 Average 90.95204795204796
ID 243	 sum 31.521500000000003	 weight 0.5005	 Average 62.980019980019996
ID 244	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 245	 sum 34.0215	 weight 0.5005	 Average 67.975024975025
ID 246	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 247	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 248	 sum 33.5215	 weight 0.5005	 Average 66.976023976024
ID 249	 sum 21.021500000000003	 weight 0.5005	 Average 42.00099900099901
ID 250	 sum 9.0215	 weight 0.5005	 Average 18.024975024975028
ID 251	 sum 17.021500000000003	 weight 0.5005	 Average 34.00899100899102
ID 252	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 253	 sum 4.5215	 weight 0.5005	 Average 9.033966033966035
ID 254	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 255	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 256	 sum 7.5215	 weight 0.5005	 Average 15.027972027972028
ID 257	 sum 42.5215	 weight 0.5005	 Average 84.95804195804197
ID 258	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 259	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 260	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 261	 sum 4.0215	 weight 0.5005	 Average 8.034965034965035
ID 262	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 263	 sum 13.0215	 weight 0.5005	 Average 26.01698301698302
ID 264	 sum 7.5215	 weight 0.5005	 Average 15.027972027972028
ID 265	 sum 5.5215	 weight 0.5005	 Average 11.031968031968033
ID 266	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 267	 sum 48.0215	 weight 0.5005	 Average 95.94705294705297
ID 268	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 269	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 270	 sum 2.5214999999999996	 weight 0.5005	 Average 5.037962037962037
ID 271	 sum 1.5215	 weight 0.5005	 Average 3.0399600399600404
ID 272	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 273	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 274	 sum 17.521500000000003	 weight 0.5005	 Average 35.007992007992016
ID 275	 sum 29.521500000000003	 weight 0.5005	 Average 58.984015984016
ID 276	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 277	 sum 39.0215	 weight 0.5005	 Average 77.96503496503497
ID 278	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 279	 sum 8.5215	 weight 0.5005	 Average 17.025974025974026
ID 280	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 281	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 282	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 283	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 284	 sum 1.0215	 weight 0.5005	 Average 2.0409590409590415
ID 285	 sum 19.021500000000003	 weight 0.5005	 Average 38.00499500499502
ID 286	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 287	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 288	 sum 24.521500000000003	 weight 0.5005	 Average 48.994005994006
ID 289	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 290	 sum 36.0215	 weight 0.5005	 Average 71.97102897102899
ID 291	 sum 24.521500000000003	 weight 0.5005	 Average 48.994005994006
ID 292	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 293	 sum 30.521500000000003	 weight 0.5005	 Average 60.98201798201799
ID 294	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 295	 sum 20.521500000000003	 weight 0.5005	 Average 41.00199800199801
ID 296	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 297	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 298	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 299	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 300	 sum 31.521500000000003	 weight 0.5005	 Average 62.980019980019996
ID 301	 sum 39.5215	 weight 0.5005	 Average 78.96403596403599
ID 302	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 303	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 304	 sum 14.5215	 weight 0.5005	 Average 29.013986013986017
ID 305	 sum 26.521500000000003	 weight 0.5005	 Average 52.99000999001
ID 306	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 307	 sum 46.0215	 weight 0.5005	 Average 91.95104895104896
ID 308	 sum 8.0215	 weight 0.5005	 Average 16.026973026973028
ID 309	 sum 32.5215	 weight 0.5005	 Average 64.97802197802199
ID 310	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 311	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 312	 sum 37.5215	 weight 0.5005	 Average 74.96803196803198
ID 313	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 314	 sum 6.5215	 weight 0.5005	 Average 13.02997002997003
ID 315	 sum 9.5215	 weight 0.5005	 Average 19.023976023976026
ID 316	 sum 25.021500000000003	 weight 0.5005	 Average 49.99300699300701
ID 317	 sum 24.521500000000003	 weight 0.5005	 Average 48.994005994006
ID 318	 sum 11.0215	 weight 0.5005	 Average 22.020979020979023
ID 319	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 320	 sum 6.5215	 weight 0.5005	 Average 13.02997002997003
ID 321	 sum 24.521500000000003	 weight 0.5005	 Average 48.994005994006
ID 322	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 323	 sum 4.5215	 weight 0.5005	 Average 9.033966033966035
ID 324	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 325	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 326	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 327	 sum 48.0215	 weight 0.5005	 Average 95.94705294705297
ID 328	 sum 1.5215	 weight 0.5005	 Average 3.0399600399600404
ID 329	 sum 38.0215	 weight 0.5005	 Average 75.96703296703298
ID 330	 sum 35.5215	 weight 0.5005	 Average 70.97202797202799
ID 331	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 332	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 333	 sum 25.521500000000003	 weight 0.5005	 Average 50.992007992008006
ID 334	 sum 48.5215	 weight 0.5005	 Average 96.94605394605396
ID 335	 sum 34.5215	 weight 0.5005	 Average 68.97402597402599
ID 336	 sum 0.5215000000000001	 weight 0.5005	 Average 1.0419580419580423
ID 337	 sum 33.5215	 weight 0.5005	 Average 66.976023976024
ID 338	 sum 1.0215	 weight 0.5005	 Average 2.0409590409590415
ID 339	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 340	 sum 40.5215	 weight 0.5005	 Average 80.96203796203798
ID 341	 sum 1.0215	 weight 0.5005	 Average 2.0409590409590415
ID 342	 sum 42.5215	 weight 0.5005	 Average 84.95804195804197
ID 343	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 344	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 345	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 346	 sum 12.5215	 weight 0.5005	 Average 25.01798201798202
ID 347	 sum 4.5215	 weight 0.5005	 Average 9.033966033966035
ID 348	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 349	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 350	 sum 30.521500000000003	 weight 0.5005	 Average 60.98201798201799
ID 351	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 352	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 353	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 354	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 355	 sum 39.5215	 weight 0.5005	 Average 78.96403596403599
ID 356	 sum 15.5215	 weight 0.5005	 Average 31.011988011988013
ID 357	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 358	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 359	 sum 28.521500000000003	 weight 0.5005	 Average 56.986013986014
ID 360	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 361	 sum 46.0215	 weight 0.5005	 Average 91.95104895104896
ID 362	 sum 47.5215	 weight 0.5005	 Average 94.94805194805197
ID 363	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 364	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 365	 sum 25.521500000000003	 weight 0.5005	 Average 50.992007992008006
ID 366	 sum 47.0215	 weight 0.5005	 Average 93.94905094905097
ID 367	 sum 18.521500000000003	 weight 0.5005	 Average 37.00599400599402
ID 368	 sum 34.0215	 weight 0.5005	 Average 67.975024975025
ID 369	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 370	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 371	 sum 1.0215	 weight 0.5005	 Average 2.0409590409590415
ID 372	 sum 40.0215	 weight 0.5005	 Average 79.96303696303698
ID 373	 sum 7.0215	 weight 0.5005	 Average 14.02897102897103
ID 374	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 375	 sum 31.521500000000003	 weight 0.5005	 Average 62.980019980019996
ID 376	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 377	 sum 12.0215	 weight 0.5005	 Average 24.01898101898102
ID 378	 sum 35.5215	 weight 0.5005	 Average 70.97202797202799
ID 379	 sum 45.0215	 weight 0.5005	 Average 89.95304695304696
ID 380	 sum 33.0215	 weight 0.5005	 Average 65.977022977023
ID 381	 sum 39.0215	 weight 0.5005	 Average 77.96503496503497
ID 382	 sum 34.0215	 weight 0.5005	 Average 67.975024975025
ID 383	 sum 41.0215	 weight 0.5005	 Average 81.96103896103898
ID 384	 sum 17.021500000000003	 weight 0.5005	 Average 34.00899100899102
ID 385	 sum 40.0215	 weight 0.5005	 Average 79.96303696303698
ID 386	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 387	 sum 8.5215	 weight 0.5005	 Average 17.025974025974026
ID 388	 sum 25.021500000000003	 weight 0.5005	 Average 49.99300699300701
ID 389	 sum 6.5215	 weight 0.5005	 Average 13.02997002997003
ID 390	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 391	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 392	 sum 5.0215	 weight 0.5005	 Average 10.032967032967033
ID 393	 sum 45.0215	 weight 0.5005	 Average 89.95304695304696
ID 394	 sum 48.0215	 weight 0.5005	 Average 95.94705294705297
ID 395	 sum 7.5215	 weight 0.5005	 Average 15.027972027972028
ID 396	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 397	 sum 22.021500000000003	 weight 0.5005	 Average 43.99900099900101
ID 398	 sum 28.521500000000003	 weight 0.5005	 Average 56.986013986014
ID 399	 sum 24.021500000000003	 weight 0.5005	 Average 47.995004995005004
ID 400	 sum 23.021500000000003	 weight 0.5005	 Average 45.99700299700301
ID 401	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 402	 sum 49.5215	 weight 0.5005	 Average 98.94405594405596
ID 403	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 404	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 405	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 406	 sum 25.021500000000003	 weight 0.5005	 Average 49.99300699300701
ID 407	 sum 27.021500000000003	 weight 0.5005	 Average 53.989010989011
ID 408	 sum 9.5215	 weight 0.5005	 Average 19.023976023976026
ID 409	 sum 46.0215	 weight 0.5005	 Average 91.95104895104896
ID 410	 sum 40.5215	 weight 0.5005	 Average 80.96203796203798
ID 411	 sum 29.521500000000003	 weight 0.5005	 Average 58.984015984016
ID 412	 sum 15.5215	 weight 0.5005	 Average 31.011988011988013
ID 413	 sum 4.0215	 weight 0.5005	 Average 8.034965034965035
ID 414	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 415	 sum 24.2715	 weight 0.7505	 Average 32.34043970686209
ID 416	 sum 29.521500000000003	 weight 0.5005	 Average 58.984015984016
ID 417	 sum 5.0215	 weight 0.5005	 Average 10.032967032967033
ID 418	 sum 18.021500000000003	 weight 0.5005	 Average 36.00699300699302
ID 419	 sum 39.0215	 weight 0.5005	 Average 77.96503496503497
ID 420	 sum 36.0215	 weight 0.5005	 Average 71.97102897102899
ID 421	 sum 7.5215	 weight 0.5005	 Average 15.027972027972028
ID 422	 sum 33.0215	 weight 0.5005	 Average 65.977022977023
ID 423	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 424	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 425	 sum 13.5215	 weight 0.5005	 Average 27.015984015984017
ID 426	 sum 6.0215	 weight 0.5005	 Average 12.03096903096903
ID 427	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 428	 sum 17.521500000000003	 weight 0.5005	 Average 35.007992007992016
ID 429	 sum 28.521500000000003	 weight 0.5005	 Average 56.986013986014
ID 430	 sum 44.5215	 weight 0.5005	 Average 88.95404595404597
ID 431	 sum 5.5215	 weight 0.5005	 Average 11.031968031968033
ID 432	 sum 45.0215	 weight 0.5005	 Average 89.95304695304696
ID 433	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 434	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 435	 sum 0.5215000000000001	 weight 0.5005	 Average 1.0419580419580423
ID 436	 sum 11.0215	 weight 0.5005	 Average 22.020979020979023
ID 437	 sum 25.521500000000003	 weight 0.5005	 Average 50.992007992008006
ID 438	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 439	 sum 3.5214999999999996	 weight 0.5005	 Average 7.035964035964036
ID 440	 sum 38.5215	 weight 0.5005	 Average 76.96603396603398
ID 441	 sum 38.0215	 weight 0.5005	 Average 75.96703296703298
ID 442	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 443	 sum 36.5215	 weight 0.5005	 Average 72.97002997002998
ID 444	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 445	 sum 45.5215	 weight 0.5005	 Average 90.95204795204796
ID 446	 sum 36.5215	 weight 0.5005	 Average 72.97002997002998
ID 447	 sum 1.5215	 weight 0.5005	 Average 3.0399600399600404
ID 448	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 449	 sum 44.5215	 weight 0.5005	 Average 88.95404595404597
ID 450	 sum 13.0215	 weight 0.5005	 Average 26.01698301698302
ID 451	 sum 38.5215	 weight 0.5005	 Average 76.96603396603398
ID 452	 sum 25.021500000000003	 weight 0.5005	 Average 49.99300699300701
ID 453	 sum 29.521500000000003	 weight 0.5005	 Average 58.984015984016
ID 454	 sum 2.0214999999999996	 weight 0.5005	 Average 4.038961038961038
ID 455	 sum 49.0215	 weight 0.5005	 Average 97.94505494505496
ID 456	 sum 2.5214999999999996	 weight 0.5005	 Average 5.037962037962037
ID 457	 sum 2.0214999999999996	 weight 0.5005	 Average 4.038961038961038
ID 458	 sum 0.5215000000000001	 weight 0.5005	 Average 1.0419580419580423
ID 459	 sum 38.5215	 weight 0.5005	 Average 76.96603396603398
ID 460	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 461	 sum 17.021500000000003	 weight 0.5005	 Average 34.00899100899102
ID 462	 sum 0.5215000000000001	 weight 0.5005	 Average 1.0419580419580423
ID 463	 sum 8.0215	 weight 0.5005	 Average 16.026973026973028
ID 464	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 465	 sum 4.5215	 weight 0.5005	 Average 9.033966033966035
ID 466	 sum 4.0215	 weight 0.5005	 Average 8.034965034965035
ID 467	 sum 6.0215	 weight 0.5005	 Average 12.03096903096903
ID 468	 sum 26.521500000000003	 weight 0.5005	 Average 52.99000999001
ID 469	 sum 8.0215	 weight 0.5005	 Average 16.026973026973028
ID 470	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 471	 sum 22.521500000000003	 weight 0.5005	 Average 44.99800199800201
ID 472	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 473	 sum 12.5215	 weight 0.5005	 Average 25.01798201798202
ID 474	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 475	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 476	 sum 25.021500000000003	 weight 0.5005	 Average 49.99300699300701
ID 477	 sum 5.0215	 weight 0.5005	 Average 10.032967032967033
ID 478	 sum 45.0215	 weight 0.5005	 Average 89.95304695304696
ID 479	 sum 4.0215	 weight 0.5005	 Average 8.034965034965035
ID 480	 sum 28.021500000000003	 weight 0.5005	 Average 55.987012987013
ID 481	 sum 6.5215	 weight 0.5005	 Average 13.02997002997003
ID 482	 sum 10.5215	 weight 0.5005	 Average 21.021978021978022
ID 483	 sum 32.5215	 weight 0.5005	 Average 64.97802197802199
ID 484	 sum 34.5215	 weight 0.5005	 Average 68.97402597402599
ID 485	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 486	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 487	 sum 30.021500000000003	 weight 0.5005	 Average 59.983016983016995
ID 488	 sum 42.5215	 weight 0.5005	 Average 84.95804195804197
ID 489	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 490	 sum 23.521500000000003	 weight 0.5005	 Average 46.996003996004006
ID 491	 sum 31.021500000000003	 weight 0.5005	 Average 61.98101898101899
ID 492	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 493	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 494	 sum 11.5215	 weight 0.5005	 Average 23.01998001998002
ID 495	 sum 41.0215	 weight 0.5005	 Average 81.96103896103898
ID 496	 sum 9.5215	 weight 0.5005	 Average 19.023976023976026
ID 497	 sum 49.5215	 weight 0.5005	 Average 98.94405594405596
ID 498	 sum 13.0215	 weight 0.5005	 Average 26.01698301698302
ID 499	 sum 33.5215	 weight 0.5005	 Average 66.976023976024
ID 500	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 501	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 502	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 503	 sum 29.021500000000003	 weight 0.5005	 Average 57.985014985015
ID 504	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 505	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 506	 sum 14.0215	 weight 0.5005	 Average 28.01498501498502
ID 507	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 508	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 509	 sum 32.0215	 weight 0.5005	 Average 63.979020979020994
ID 510	 sum 26.021500000000003	 weight 0.5005	 Average 51.991008991009004
ID 511	 sum 48.5215	 weight 0.5005	 Average 96.94605394605396
ID 512	 sum 15.0215	 weight 0.5005	 Average 30.012987012987015
ID 513	 sum 25.521500000000003	 weight 0.5005	 Average 50.992007992008006
ID 514	 sum 36.0215	 weight 0.5005	 Average 71.97102897102899
ID 515	 sum 23.521500000000003	 weight 0.5005	 Average 46.996003996004006
ID 516	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 517	 sum 28.021500000000003	 weight 0.5005	 Average 55.987012987013
ID 518	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 519	 sum 29.021500000000003	 weight 0.5005	 Average 57.985014985015
ID 520	 sum 44.0215	 weight 0.5005	 Average 87.95504495504497
ID 521	 sum 31.521500000000003	 weight 0.5005	 Average 62.980019980019996
ID 522	 sum 5.5215	 weight 0.5005	 Average 11.031968031968033
ID 523	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 524	 sum 41.0215	 weight 0.5005	 Average 81.96103896103898
ID 525	 sum 12.0215	 weight 0.5005	 Average 24.01898101898102
ID 526	 sum 42.0215	 weight 0.5005	 Average 83.95904095904098
ID 527	 sum 26.021500000000003	 weight 0.5005	 Average 51.991008991009004
ID 528	 sum 3.0214999999999996	 weight 0.5005	 Average 6.036963036963037
ID 529	 sum 16.021500000000003	 weight 0.5005	 Average 32.01098901098902
ID 530	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 531	 sum 21.021500000000003	 weight 0.5005	 Average 42.00099900099901
ID 532	 sum 41.5215	 weight 0.5005	 Average 82.96003996003998
ID 533	 sum 39.0215	 weight 0.5005	 Average 77.96503496503497
ID 534	 sum 16.521500000000003	 weight 0.5005	 Average 33.00999000999002
ID 535	 sum 49.0215	 weight 0.5005	 Average 97.94505494505496
ID 536	 sum 20.021500000000003	 weight 0.5005	 Average 40.00299700299701
ID 537	 sum 34.5215	 weight 0.5005	 Average 68.97402597402599
ID 538	 sum 14.5215	 weight 0.5005	 Average 29.013986013986017
ID 539	 sum 27.021500000000003	 weight 0.5005	 Average 53.989010989011
ID 540	 sum 4.0215	 weight 0.5005	 Average 8.034965034965035
ID 541	 sum 29.021500000000003	 weight 0.5005	 Average 57.985014985015
ID 542	 sum 26.021500000000003	 weight 0.5005	 Average 51.991008991009004
ID 543	 sum 45.5215	 weight 0.5005	 Average 90.95204795204796
ID 544	 sum 19.021500000000003	 weight 0.5005	 Average 38.00499500499502
ID 545	 sum 30.521500000000003	 weight 0.5005	 Average 60.98201798201799
ID 546	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 547	 sum 48.0215	 weight 0.5005	 Average 95.94705294705297
ID 548	 sum 42.5215	 weight 0.5005	 Average 84.95804195804197
ID 549	 sum 46.5215	 weight 0.5005	 Average 92.95004995004997
ID 550	 sum 21.021500000000003	 weight 0.5005	 Average 42.00099900099901
ID 551	 sum 23.521500000000003	 weight 0.5005	 Average 46.996003996004006
ID 552	 sum 39.5215	 weight 0.5005	 Average 78.96403596403599
ID 553	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 554	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 555	 sum 0.0215	 weight 0.5005	 Average 0.04295704295704296
ID 556	 sum 36.0215	 weight 0.5005	 Average 71.97102897102899
ID 557	 sum 23.521500000000003	 weight 0.5005	 Average 46.996003996004006
ID 558	 sum 37.0215	 weight 0.5005	 Average 73.96903096903098
ID 559	 sum 36.5215	 weight 0.5005	 Average 72.97002997002998
ID 560	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 561	 sum 21.521500000000003	 weight 0.5005	 Average 43.000000000000014
ID 562	 sum 39.0215	 weight 0.5005	 Average 77.96503496503497
ID 563	 sum 27.521500000000003	 weight 0.5005	 Average 54.988011988012
ID 564	 sum 37.5215	 weight 0.5005	 Average 74.96803196803198
ID 565	 sum 1.5215	 weight 0.5005	 Average 3.0399600399600404
ID 566	 sum 20.521500000000003	 weight 0.5005	 Average 41.00199800199801
