Config: 1000 Star Graph
MSE: 2569.0705960000014
Cycle No.: 1
ID 0	 sum 99.0	 weight 1.0	 Average 99.0
ID 86	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 87	 sum 16.92356850013313	 weight 0.33366280600510734	 Average 50.720572372918554
ID 88	 sum 16.92283607825813	 weight 0.33366280600510734	 Average 50.71837727696594
ID 89	 sum 16.90550209388313	 weight 0.33366280600510734	 Average 50.66642667275404
ID 90	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 91	 sum 16.90672279700813	 weight 0.33366280600510734	 Average 50.670085166008406
ID 92	 sum 16.90989662513313	 weight 0.33366280600510734	 Average 50.67959724846973
ID 93	 sum 16.92039467200813	 weight 0.33366280600510734	 Average 50.71106029045722
ID 94	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 95	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 96	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 97	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 98	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 99	 sum 16.90208412513313	 weight 0.33366280600510734	 Average 50.65618289164184
ID 100	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 101	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 102	 sum 16.91819740638313	 weight 0.33366280600510734	 Average 50.704475002599374
ID 103	 sum 16.90769935950813	 weight 0.33366280600510734	 Average 50.67301196061189
ID 104	 sum 16.91184975013313	 weight 0.33366280600510734	 Average 50.68545083767671
ID 105	 sum 16.92161537513313	 weight 0.33366280600510734	 Average 50.714718783711575
ID 106	 sum 16.91307045325813	 weight 0.33366280600510734	 Average 50.68910933093107
ID 107	 sum 29.315462433115783	 weight 0.5780472665763939	 Average 50.71464589174991
ID 108	 sum 16.91673256263313	 weight 0.33366280600510734	 Average 50.70008481069414
ID 109	 sum 16.90281654700813	 weight 0.33366280600510734	 Average 50.658377987594456
ID 110	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 111	 sum 16.91258217200813	 weight 0.33366280600510734	 Average 50.68764593362933
ID 112	 sum 16.91014076575813	 weight 0.33366280600510734	 Average 50.68032894712061
ID 113	 sum 16.92356850013313	 weight 0.33366280600510734	 Average 50.720572372918554
ID 114	 sum 16.90135170325813	 weight 0.33366280600510734	 Average 50.653987795689225
ID 115	 sum 16.91477943763313	 weight 0.33366280600510734	 Average 50.69423122148717
ID 116	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 117	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 118	 sum 16.91209389075813	 weight 0.33366280600510734	 Average 50.68618253632758
ID 119	 sum 16.90599037513313	 weight 0.33366280600510734	 Average 50.66789007005579
ID 120	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 121	 sum 16.92039467200813	 weight 0.33366280600510734	 Average 50.71106029045722
ID 122	 sum 16.91624428138313	 weight 0.33366280600510734	 Average 50.6986214133924
ID 123	 sum 16.90306068763313	 weight 0.33366280600510734	 Average 50.65910968624533
ID 124	 sum 16.90501381263313	 weight 0.33366280600510734	 Average 50.6649632754523
ID 125	 sum 16.91087318763313	 weight 0.33366280600510734	 Average 50.68252404307322
ID 126	 sum 16.91673256263313	 weight 0.33366280600510734	 Average 50.70008481069414
ID 127	 sum 16.91746498450813	 weight 0.33366280600510734	 Average 50.70227990664676
ID 128	 sum 16.89988685950813	 weight 0.33366280600510734	 Average 50.649597603783995
ID 129	 sum 16.91624428138313	 weight 0.33366280600510734	 Average 50.6986214133924
ID 130	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 131	 sum 16.91453529700813	 weight 0.33366280600510734	 Average 50.6934995228363
ID 132	 sum 16.90647865638313	 weight 0.33366280600510734	 Average 50.66935346735753
ID 133	 sum 16.90550209388313	 weight 0.33366280600510734	 Average 50.66642667275404
ID 134	 sum 16.90403725013313	 weight 0.33366280600510734	 Average 50.66203648084881
ID 135	 sum 16.90647865638313	 weight 0.33366280600510734	 Average 50.66935346735753
ID 136	 sum 16.90330482825813	 weight 0.33366280600510734	 Average 50.6598413848962
ID 137	 sum 16.91062904700813	 weight 0.33366280600510734	 Average 50.68179234442235
ID 138	 sum 16.90550209388313	 weight 0.33366280600510734	 Average 50.66642667275404
ID 139	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 140	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 141	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 142	 sum 16.91014076575813	 weight 0.33366280600510734	 Average 50.68032894712061
ID 143	 sum 16.92137123450813	 weight 0.33366280600510734	 Average 50.71398708506071
ID 144	 sum 16.90379310950813	 weight 0.33366280600510734	 Average 50.661304782197945
ID 145	 sum 16.90867592200813	 weight 0.33366280600510734	 Average 50.67593875521538
ID 146	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 147	 sum 16.90965248450813	 weight 0.33366280600510734	 Average 50.678865549818866
ID 148	 sum 16.90769935950813	 weight 0.33366280600510734	 Average 50.67301196061189
ID 149	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 150	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 151	 sum 4236.682542025839	 weight 83.58634500447108	 Average 50.686299799317894
ID 152	 sum 16.90769935950813	 weight 0.33366280600510734	 Average 50.67301196061189
ID 153	 sum 16.91673256263313	 weight 0.33366280600510734	 Average 50.70008481069414
ID 154	 sum 16.91502357825813	 weight 0.33366280600510734	 Average 50.69496292013804
ID 155	 sum 16.90672279700813	 weight 0.33366280600510734	 Average 50.670085166008406
ID 156	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 157	 sum 16.90159584388313	 weight 0.33366280600510734	 Average 50.6547194943401
ID 158	 sum 16.90501381263313	 weight 0.33366280600510734	 Average 50.6649632754523
ID 159	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 160	 sum 16.91355873450813	 weight 0.33366280600510734	 Average 50.69057272823281
ID 161	 sum 16.92185951575813	 weight 0.33366280600510734	 Average 50.71545048236245
ID 162	 sum 16.90281654700813	 weight 0.33366280600510734	 Average 50.658377987594456
ID 163	 sum 16.89964271888313	 weight 0.33366280600510734	 Average 50.64886590513313
ID 164	 sum 16.91184975013313	 weight 0.33366280600510734	 Average 50.68545083767671
ID 165	 sum 16.90501381263313	 weight 0.33366280600510734	 Average 50.6649632754523
ID 166	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 167	 sum 16.90599037513313	 weight 0.33366280600510734	 Average 50.66789007005579
ID 168	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 169	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 170	 sum 16.90208412513313	 weight 0.33366280600510734	 Average 50.65618289164184
ID 171	 sum 16.91941810950813	 weight 0.33366280600510734	 Average 50.70813349585373
ID 172	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 173	 sum 16.90379310950813	 weight 0.33366280600510734	 Average 50.661304782197945
ID 174	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 175	 sum 16.90647865638313	 weight 0.33366280600510734	 Average 50.66935346735753
ID 176	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 177	 sum 16.89988685950813	 weight 0.33366280600510734	 Average 50.649597603783995
ID 178	 sum 16.91575600013313	 weight 0.33366280600510734	 Average 50.697158016090654
ID 179	 sum 16.91819740638313	 weight 0.33366280600510734	 Average 50.704475002599374
ID 180	 sum 16.92112709388313	 weight 0.33366280600510734	 Average 50.713255386409834
ID 181	 sum 16.91160560950813	 weight 0.33366280600510734	 Average 50.68471913902584
ID 182	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 183	 sum 16.90061928138313	 weight 0.33366280600510734	 Average 50.65179269973661
ID 184	 sum 16.92381264075813	 weight 0.33366280600510734	 Average 50.72130407156942
ID 185	 sum 16.91917396888313	 weight 0.33366280600510734	 Average 50.70740179720286
ID 186	 sum 16.91355873450813	 weight 0.33366280600510734	 Average 50.69057272823281
ID 187	 sum 16.90550209388313	 weight 0.33366280600510734	 Average 50.66642667275404
ID 188	 sum 16.91160560950813	 weight 0.33366280600510734	 Average 50.68471913902584
ID 189	 sum 16.90183998450813	 weight 0.33366280600510734	 Average 50.65545119299097
ID 190	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 191	 sum 16.90940834388313	 weight 0.33366280600510734	 Average 50.67813385116799
ID 192	 sum 16.91502357825813	 weight 0.33366280600510734	 Average 50.69496292013804
ID 193	 sum 16.92137123450813	 weight 0.33366280600510734	 Average 50.71398708506071
ID 194	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 195	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 196	 sum 16.91184975013313	 weight 0.33366280600510734	 Average 50.68545083767671
ID 197	 sum 16.90183998450813	 weight 0.33366280600510734	 Average 50.65545119299097
ID 198	 sum 16.90623451575813	 weight 0.33366280600510734	 Average 50.66862176870666
ID 199	 sum 16.91575600013313	 weight 0.33366280600510734	 Average 50.697158016090654
ID 200	 sum 16.89988685950813	 weight 0.33366280600510734	 Average 50.649597603783995
ID 201	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 202	 sum 16.91673256263313	 weight 0.33366280600510734	 Average 50.70008481069414
ID 203	 sum 16.92381264075813	 weight 0.33366280600510734	 Average 50.72130407156942
ID 204	 sum 16.90696693763313	 weight 0.33366280600510734	 Average 50.67081686465927
ID 205	 sum 16.90354896888313	 weight 0.33366280600510734	 Average 50.66057308354707
ID 206	 sum 16.90379310950813	 weight 0.33366280600510734	 Average 50.661304782197945
ID 207	 sum 16.92185951575813	 weight 0.33366280600510734	 Average 50.71545048236245
ID 208	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 209	 sum 16.90965248450813	 weight 0.33366280600510734	 Average 50.678865549818866
ID 210	 sum 16.91209389075813	 weight 0.33366280600510734	 Average 50.68618253632758
ID 211	 sum 16.91014076575813	 weight 0.33366280600510734	 Average 50.68032894712061
ID 212	 sum 16.91526771888313	 weight 0.33366280600510734	 Average 50.69569461878891
ID 213	 sum 16.91990639075813	 weight 0.33366280600510734	 Average 50.70959689315548
ID 214	 sum 16.92088295325813	 weight 0.33366280600510734	 Average 50.71252368775896
ID 215	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 216	 sum 16.90696693763313	 weight 0.33366280600510734	 Average 50.67081686465927
ID 217	 sum 16.90599037513313	 weight 0.33366280600510734	 Average 50.66789007005579
ID 218	 sum 16.90208412513313	 weight 0.33366280600510734	 Average 50.65618289164184
ID 219	 sum 16.92137123450813	 weight 0.33366280600510734	 Average 50.71398708506071
ID 220	 sum 16.90452553138313	 weight 0.33366280600510734	 Average 50.66349987815056
ID 221	 sum 16.90647865638313	 weight 0.33366280600510734	 Average 50.66935346735753
ID 222	 sum 16.92112709388313	 weight 0.33366280600510734	 Average 50.713255386409834
ID 223	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 224	 sum 16.90281654700813	 weight 0.33366280600510734	 Average 50.658377987594456
ID 225	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 226	 sum 16.90989662513313	 weight 0.33366280600510734	 Average 50.67959724846973
ID 227	 sum 16.90061928138313	 weight 0.33366280600510734	 Average 50.65179269973661
ID 228	 sum 16.90989662513313	 weight 0.33366280600510734	 Average 50.67959724846973
ID 229	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 230	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 231	 sum 8468.62813789116	 weight 167.08085896173571	 Average 50.685806803462846
ID 232	 sum 16.91892982825813	 weight 0.33366280600510734	 Average 50.70667009855199
ID 233	 sum 16.91917396888313	 weight 0.33366280600510734	 Average 50.70740179720286
ID 234	 sum 16.92381264075813	 weight 0.33366280600510734	 Average 50.72130407156942
ID 235	 sum 16.91209389075813	 weight 0.33366280600510734	 Average 50.68618253632758
ID 236	 sum 16.90794350013313	 weight 0.33366280600510734	 Average 50.67374365926276
ID 237	 sum 16.90306068763313	 weight 0.33366280600510734	 Average 50.65910968624533
ID 238	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 239	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 240	 sum 16.90037514075813	 weight 0.33366280600510734	 Average 50.65106100108574
ID 241	 sum 16.91795326575813	 weight 0.33366280600510734	 Average 50.7037433039485
ID 242	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 243	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 244	 sum 16.92039467200813	 weight 0.33366280600510734	 Average 50.71106029045722
ID 245	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 246	 sum 16.91795326575813	 weight 0.33366280600510734	 Average 50.7037433039485
ID 247	 sum 16.90306068763313	 weight 0.33366280600510734	 Average 50.65910968624533
ID 248	 sum 16.90599037513313	 weight 0.33366280600510734	 Average 50.66789007005579
ID 249	 sum 16.92039467200813	 weight 0.33366280600510734	 Average 50.71106029045722
ID 250	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 251	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 252	 sum 16.90281654700813	 weight 0.33366280600510734	 Average 50.658377987594456
ID 253	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 254	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 255	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 256	 sum 16.92137123450813	 weight 0.33366280600510734	 Average 50.71398708506071
ID 257	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 258	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 259	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 260	 sum 16.92332435950813	 weight 0.33366280600510734	 Average 50.71984067426768
ID 261	 sum 16.91819740638313	 weight 0.33366280600510734	 Average 50.704475002599374
ID 262	 sum 16.91477943763313	 weight 0.33366280600510734	 Average 50.69423122148717
ID 263	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 264	 sum 16.90794350013313	 weight 0.33366280600510734	 Average 50.67374365926276
ID 265	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 266	 sum 16.90208412513313	 weight 0.33366280600510734	 Average 50.65618289164184
ID 267	 sum 16.92039467200813	 weight 0.33366280600510734	 Average 50.71106029045722
ID 268	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 269	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 270	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 271	 sum 16.90769935950813	 weight 0.33366280600510734	 Average 50.67301196061189
ID 272	 sum 16.91990639075813	 weight 0.33366280600510734	 Average 50.70959689315548
ID 273	 sum 16.91966225013313	 weight 0.33366280600510734	 Average 50.708865194504604
ID 274	 sum 16.90379310950813	 weight 0.33366280600510734	 Average 50.661304782197945
ID 275	 sum 16.90403725013313	 weight 0.33366280600510734	 Average 50.66203648084881
ID 276	 sum 16.91892982825813	 weight 0.33366280600510734	 Average 50.70667009855199
ID 277	 sum 16.92308021888313	 weight 0.33366280600510734	 Average 50.719108975616805
ID 278	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 279	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 280	 sum 16.92283607825813	 weight 0.33366280600510734	 Average 50.71837727696594
ID 281	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 282	 sum 16.91453529700813	 weight 0.33366280600510734	 Average 50.6934995228363
ID 283	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 284	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 285	 sum 16.90965248450813	 weight 0.33366280600510734	 Average 50.678865549818866
ID 286	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 287	 sum 16.92259193763313	 weight 0.33366280600510734	 Average 50.717645578315064
ID 288	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 289	 sum 16.90501381263313	 weight 0.33366280600510734	 Average 50.6649632754523
ID 290	 sum 16.90281654700813	 weight 0.33366280600510734	 Average 50.658377987594456
ID 291	 sum 16.91746498450813	 weight 0.33366280600510734	 Average 50.70227990664676
ID 292	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 293	 sum 16.90550209388313	 weight 0.33366280600510734	 Average 50.66642667275404
ID 294	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 295	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 296	 sum 16.90354896888313	 weight 0.33366280600510734	 Average 50.66057308354707
ID 297	 sum 16.92063881263313	 weight 0.33366280600510734	 Average 50.71179198910809
ID 298	 sum 16.90916420325813	 weight 0.33366280600510734	 Average 50.67740215251712
ID 299	 sum 16.90843178138313	 weight 0.33366280600510734	 Average 50.6752070565645
ID 300	 sum 16.92112709388313	 weight 0.33366280600510734	 Average 50.713255386409834
ID 301	 sum 16.90794350013313	 weight 0.33366280600510734	 Average 50.67374365926276
ID 302	 sum 16.91307045325813	 weight 0.33366280600510734	 Average 50.68910933093107
ID 303	 sum 16.89988685950813	 weight 0.33366280600510734	 Average 50.649597603783995
ID 304	 sum 16.90013100013313	 weight 0.33366280600510734	 Average 50.65032930243487
ID 305	 sum 29.261349139781075	 weight 0.5775594124504254	 Average 50.663790614429146
ID 306	 sum 16.90306068763313	 weight 0.33366280600510734	 Average 50.65910968624533
ID 307	 sum 16.91380287513313	 weight 0.33366280600510734	 Average 50.69130442688368
ID 308	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 309	 sum 16.90647865638313	 weight 0.33366280600510734	 Average 50.66935346735753
ID 310	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 311	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 312	 sum 16.90745521888313	 weight 0.33366280600510734	 Average 50.67228026196102
ID 313	 sum 16.92308021888313	 weight 0.33366280600510734	 Average 50.719108975616805
ID 314	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 315	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 316	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 317	 sum 16.91819740638313	 weight 0.33366280600510734	 Average 50.704475002599374
ID 318	 sum 16.91551185950813	 weight 0.33366280600510734	 Average 50.69642631743979
ID 319	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 320	 sum 16.91673256263313	 weight 0.33366280600510734	 Average 50.70008481069414
ID 321	 sum 16.90940834388313	 weight 0.33366280600510734	 Average 50.67813385116799
ID 322	 sum 16.90989662513313	 weight 0.33366280600510734	 Average 50.67959724846973
ID 323	 sum 16.92283607825813	 weight 0.33366280600510734	 Average 50.71837727696594
ID 324	 sum 16.91111732825813	 weight 0.33366280600510734	 Average 50.683255741724096
ID 325	 sum 16.91648842200813	 weight 0.33366280600510734	 Average 50.69935311204327
ID 326	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 327	 sum 16.92332435950813	 weight 0.33366280600510734	 Average 50.71984067426768
ID 328	 sum 16.90330482825813	 weight 0.33366280600510734	 Average 50.6598413848962
ID 329	 sum 16.91282631263313	 weight 0.33366280600510734	 Average 50.68837763228019
ID 330	 sum 16.91966225013313	 weight 0.33366280600510734	 Average 50.708865194504604
ID 331	 sum 16.91258217200813	 weight 0.33366280600510734	 Average 50.68764593362933
ID 332	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 333	 sum 16.90257240638313	 weight 0.33366280600510734	 Average 50.65764628894358
ID 334	 sum 16.90696693763313	 weight 0.33366280600510734	 Average 50.67081686465927
ID 335	 sum 16.90135170325813	 weight 0.33366280600510734	 Average 50.653987795689225
ID 336	 sum 16.92234779700813	 weight 0.33366280600510734	 Average 50.71691387966419
ID 337	 sum 16.92015053138313	 weight 0.33366280600510734	 Average 50.710328591806345
ID 338	 sum 16.90403725013313	 weight 0.33366280600510734	 Average 50.66203648084881
ID 339	 sum 16.92112709388313	 weight 0.33366280600510734	 Average 50.713255386409834
ID 340	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 341	 sum 16.90037514075813	 weight 0.33366280600510734	 Average 50.65106100108574
ID 342	 sum 16.90794350013313	 weight 0.33366280600510734	 Average 50.67374365926276
ID 343	 sum 16.92356850013313	 weight 0.33366280600510734	 Average 50.720572372918554
ID 344	 sum 16.90086342200813	 weight 0.33366280600510734	 Average 50.652524398387484
ID 345	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 346	 sum 16.92308021888313	 weight 0.33366280600510734	 Average 50.719108975616805
ID 347	 sum 16.90892006263313	 weight 0.33366280600510734	 Average 50.67667045386625
ID 348	 sum 16.90721107825813	 weight 0.33366280600510734	 Average 50.67154856331015
ID 349	 sum 16.90354896888313	 weight 0.33366280600510734	 Average 50.66057308354707
ID 350	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 351	 sum 16.91990639075813	 weight 0.33366280600510734	 Average 50.70959689315548
ID 352	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 353	 sum 16.90745521888313	 weight 0.33366280600510734	 Average 50.67228026196102
ID 354	 sum 16.91209389075813	 weight 0.33366280600510734	 Average 50.68618253632758
ID 355	 sum 16.91795326575813	 weight 0.33366280600510734	 Average 50.7037433039485
ID 356	 sum 16.90354896888313	 weight 0.33366280600510734	 Average 50.66057308354707
ID 357	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 358	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 359	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 360	 sum 16.91038490638313	 weight 0.33366280600510734	 Average 50.68106064577148
ID 361	 sum 16.91282631263313	 weight 0.33366280600510734	 Average 50.68837763228019
ID 362	 sum 16.91551185950813	 weight 0.33366280600510734	 Average 50.69642631743979
ID 363	 sum 16.90257240638313	 weight 0.33366280600510734	 Average 50.65764628894358
ID 364	 sum 16.91062904700813	 weight 0.33366280600510734	 Average 50.68179234442235
ID 365	 sum 16.91624428138313	 weight 0.33366280600510734	 Average 50.6986214133924
ID 366	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 367	 sum 16.91453529700813	 weight 0.33366280600510734	 Average 50.6934995228363
ID 368	 sum 16.92137123450813	 weight 0.33366280600510734	 Average 50.71398708506071
ID 369	 sum 16.90208412513313	 weight 0.33366280600510734	 Average 50.65618289164184
ID 370	 sum 16.91966225013313	 weight 0.33366280600510734	 Average 50.708865194504604
ID 371	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 372	 sum 16.92210365638313	 weight 0.33366280600510734	 Average 50.71618218101332
ID 373	 sum 16.91258217200813	 weight 0.33366280600510734	 Average 50.68764593362933
ID 374	 sum 16.90232826575813	 weight 0.33366280600510734	 Average 50.656914590292715
ID 375	 sum 16.91941810950813	 weight 0.33366280600510734	 Average 50.70813349585373
ID 376	 sum 16.91697670325813	 weight 0.33366280600510734	 Average 50.70081650934502
ID 377	 sum 16.90159584388313	 weight 0.33366280600510734	 Average 50.6547194943401
ID 378	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 379	 sum 16.91014076575813	 weight 0.33366280600510734	 Average 50.68032894712061
ID 380	 sum 16.91258217200813	 weight 0.33366280600510734	 Average 50.68764593362933
ID 381	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 382	 sum 16.90452553138313	 weight 0.33366280600510734	 Average 50.66349987815056
ID 383	 sum 16.92015053138313	 weight 0.33366280600510734	 Average 50.710328591806345
ID 384	 sum 16.90794350013313	 weight 0.33366280600510734	 Average 50.67374365926276
ID 385	 sum 16.90818764075813	 weight 0.33366280600510734	 Average 50.674475357913636
ID 386	 sum 16.90989662513313	 weight 0.33366280600510734	 Average 50.67959724846973
ID 387	 sum 16.90574623450813	 weight 0.33366280600510734	 Average 50.667158371404916
ID 388	 sum 16.90086342200813	 weight 0.33366280600510734	 Average 50.652524398387484
ID 389	 sum 16.90330482825813	 weight 0.33366280600510734	 Average 50.6598413848962
ID 390	 sum 16.92185951575813	 weight 0.33366280600510734	 Average 50.71545048236245
ID 391	 sum 16.90013100013313	 weight 0.33366280600510734	 Average 50.65032930243487
ID 392	 sum 16.92185951575813	 weight 0.33366280600510734	 Average 50.71545048236245
ID 393	 sum 16.90013100013313	 weight 0.33366280600510734	 Average 50.65032930243487
ID 394	 sum 16.92283607825813	 weight 0.33366280600510734	 Average 50.71837727696594
ID 395	 sum 16.91429115638313	 weight 0.33366280600510734	 Average 50.692767824185424
ID 396	 sum 16.91477943763313	 weight 0.33366280600510734	 Average 50.69423122148717
ID 397	 sum 16.91136146888313	 weight 0.33366280600510734	 Average 50.68398744037496
ID 398	 sum 16.90232826575813	 weight 0.33366280600510734	 Average 50.656914590292715
ID 399	 sum 16.90306068763313	 weight 0.33366280600510734	 Average 50.65910968624533
ID 400	 sum 16.91990639075813	 weight 0.33366280600510734	 Average 50.70959689315548
ID 401	 sum 16.91233803138313	 weight 0.33366280600510734	 Average 50.68691423497845
ID 402	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 403	 sum 16.91551185950813	 weight 0.33366280600510734	 Average 50.69642631743979
ID 404	 sum 16.91331459388313	 weight 0.33366280600510734	 Average 50.68984102958194
ID 405	 sum 16.89988685950813	 weight 0.33366280600510734	 Average 50.649597603783995
ID 406	 sum 16.90330482825813	 weight 0.33366280600510734	 Average 50.6598413848962
ID 407	 sum 16.90428139075813	 weight 0.33366280600510734	 Average 50.662768179499686
ID 408	 sum 16.91404701575813	 weight 0.33366280600510734	 Average 50.69203612553456
ID 409	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 410	 sum 16.91868568763313	 weight 0.33366280600510734	 Average 50.705938399901115
ID 411	 sum 16.91624428138313	 weight 0.33366280600510734	 Average 50.6986214133924
ID 412	 sum 16.91722084388313	 weight 0.33366280600510734	 Average 50.701548207995884
ID 413	 sum 16.91600014075813	 weight 0.33366280600510734	 Average 50.69788971474153
ID 414	 sum 16.91014076575813	 weight 0.33366280600510734	 Average 50.68032894712061
ID 415	 sum 16.92527748450813	 weight 0.33378487631760734	 Average 50.70714308938062
ID 416	 sum 16.90867592200813	 weight 0.33366280600510734	 Average 50.67593875521538
